date,spy_nav
2000-01-03,1.0
2000-01-04,0.9608938547487013
2000-01-05,0.9626128061876688
2000-01-06,0.9471422432314841
2000-01-07,1.002148689299257
2000-01-10,1.0055865921782876
2000-01-11,0.9935539321011332
2000-01-12,0.983669961323236
2000-01-13,0.9969918349801636
2000-01-14,1.0105282612799913
2000-01-18,1.0025784271595466
2000-01-19,1.0107434464973808
2000-01-20,0.9952728835411961
2000-01-21,0.9931241942408437
2000-01-24,0.9649760481309213
2000-01-25,0.9759346798445961
2000-01-26,0.9681993983670516
2000-01-27,0.9643317576277316
2000-01-28,0.9342501074348463
2000-01-31,0.959604641168928
2000-02-01,0.9690588740865355
2000-02-02,0.9699183498060192
2000-02-03,0.9845294370427198
2000-02-04,0.9804466110871057
2000-02-07,0.9789428448644325
2000-02-08,0.9922647185213601
2000-02-09,0.9714221160286924
2000-02-10,0.9733562526861451
2000-02-11,0.9535883111303508
2000-02-14,0.9591749033086383
2000-02-15,0.9700255711217538
2000-02-16,0.9557370004296079
2000-02-17,0.9507946987534147
2000-02-18,0.9303824666955262
2000-02-22,0.9280185921788795
2000-02-23,0.9389772238936501
2000-02-24,0.9200687580573397
2000-02-25,0.9167380764929485
2000-02-28,0.9359690588738138
2000-02-29,0.9449935539322271
2000-03-01,0.951869359690288
2000-03-02,0.9525136501934774
2000-03-03,0.9703480876663088
2000-03-06,0.9608938547487013
2000-03-07,0.94230716974674
2000-03-08,0.9411259131929072
2000-03-09,0.9686291362262458
2000-03-10,0.9634722819082479
2000-03-13,0.9529433880526716
2000-03-14,0.9394069617528441
2000-03-15,0.9613235926078955
2000-03-16,1.0062308826814772
2000-03-17,1.0128634155563188
2000-03-20,1.0076935469951693
2000-03-21,1.028373021238671
2000-03-22,1.0346196286647833
2000-03-23,1.0522833462475232
2000-03-24,1.058530587844097
2000-03-27,1.0473292059625197
2000-03-28,1.0412976926409965
2000-03-29,1.0423744315059595
2000-03-30,1.02492644219827
2000-03-31,1.0365586464605818
2000-04-03,1.0425901597810099
2000-04-04,1.0348353569398336
2000-04-05,1.028373021238671
2000-04-06,1.037312061746064
2000-04-07,1.0438826269221189
2000-04-10,1.0397894972259327
2000-04-11,1.036773740565171
2000-04-12,1.0083394634804932
2000-04-13,0.9943380532132047
2000-04-14,0.9374694990427539
2000-04-17,0.9702119999293022
2000-04-18,0.9958456144578071
2000-04-19,0.9865832503720285
2000-04-20,0.991322296552443
2000-04-24,0.9805517370505051
2000-04-25,1.0212641348828184
2000-04-26,1.0097394294206652
2000-04-27,1.006401079855156
2000-04-28,1.0001538382585822
2000-05-01,1.013725060316693
2000-05-02,0.9934764084528306
2000-05-03,0.9702119999293022
2000-05-04,0.9775359803897434
2000-05-05,0.9893832787566444
2000-05-08,0.981951696098532
2000-05-09,0.9740894013493425
2000-05-10,0.9521174599658274
2000-05-11,0.9738736730742921
2000-05-12,0.9844291384716409
