ticker,entry_date,orig_exit_date,orig_net_pnl,orig_exit_reason,shares,entry_commission,entry_price,stop_loss,R,be1r_triggered,be1r_exit_date,be1r_exit_price,be1r_net_pnl,be1r_exit_reason,be15r_triggered,be15r_exit_date,be15r_exit_price,be15r_net_pnl,be15r_exit_reason,be2r_triggered,be2r_exit_date,be2r_exit_price,be2r_net_pnl,be2r_exit_reason
WFC,2024-04-22,2024-05-30,-82906.32628727455,trailing_stop,62346,1074.521979694717,57.44939422442055,55.18301539924345,2.2663788251770995,True,2024-05-24,57.314493950620296,-10557.01328199905,trailing_stop,False,2024-05-30,56.149876422015325,-83144.47494707306,trailing_stop,False,2024-05-30,56.149876422015325,-83144.47494707306,trailing_stop
TT,2002-03-05,2002-03-25,-29459.657854930243,stop_loss,41190,175.43198074426633,14.196971817129263,13.47555152897286,0.721420288156402,False,,,,,False,,,,,False,,,,
TT,2003-07-18,2003-09-25,17760.590405246716,trailing_stop,22941,98.07347704250031,14.25010200695993,13.523597650802529,0.7265043561574025,False,,,,,False,,,,,False,,,,
TT,2004-04-19,2004-04-26,-34346.82972894226,stop_loss,40887,247.82653304056544,20.204183321558233,19.269763638894823,0.9344196826634104,False,2004-04-20,15.669131132838556,-185864.7045026105,stop_loss,False,2004-04-20,15.669131132838556,-185864.7045026105,stop_loss,False,2004-04-20,15.669131132838556,-185864.7045026105,stop_loss
TT,2010-05-13,2010-05-21,-146046.73872736865,stop_loss,52391,382.47702338922056,24.33477908987043,22.62199753456715,1.712781555303284,False,2010-05-14,19.166955284234334,-271431.1868107589,stop_loss,False,2010-05-14,19.166955284234334,-271431.1868107589,stop_loss,False,2010-05-14,19.166955284234334,-271431.1868107589,stop_loss
TT,2012-05-10,2012-05-15,-57474.3542872552,stop_loss,49854,424.4788274814036,28.38146236887736,26.965213047883115,1.4162493209942433,False,2012-05-11,21.429577749116866,-347324.23971175245,stop_loss,False,2012-05-11,21.429577749116866,-347324.23971175245,stop_loss,False,2012-05-11,21.429577749116866,-347324.23971175245,stop_loss
TT,2016-11-08,2017-07-27,461782.1122789964,trailing_stop,30795,560.1754422693988,60.63489119114562,58.29057113512424,2.344320056021381,False,2016-11-09,47.71570560938614,-398847.3169788249,stop_loss,False,2016-11-09,47.71570560938614,-398847.3169788249,stop_loss,False,2016-11-09,47.71570560938614,-398847.3169788249,stop_loss
TT,2019-04-30,2019-05-29,-70589.57506941563,trailing_stop,21061,693.9970658532105,109.83920767504084,106.44648945787458,3.392718217166248,False,2019-05-01,86.28825304272203,-497245.8476463194,stop_loss,False,2019-05-01,86.28825304272203,-497245.8476463194,stop_loss,False,2019-05-01,86.28825304272203,-497245.8476463194,stop_loss
TT,2023-11-02,2024-11-01,1184916.8019558212,trailing_stop,7526,473.7325965776395,209.8204431648683,198.2770254196948,11.543417745173484,True,2024-11-01,368.32384833362056,1191591.2931186843,trailing_stop,True,2024-11-01,368.32384833362056,1191591.2931186843,trailing_stop,True,2024-11-01,368.32384833362056,1191591.2931186843,trailing_stop
NKE,2002-03-15,2002-03-25,-31547.378357350837,stop_loss,102483,173.90424851651326,5.656360844124173,5.40819410447119,0.2481667396529827,False,,,,,False,,,,,False,,,,
NKE,2003-11-26,2003-12-05,-21942.90131753843,stop_loss,116831,215.70712978620128,6.154391950372798,5.950353487993016,0.2040384623797821,False,,,,,False,,,,,False,,,,
NKE,2004-02-25,2004-04-27,-8199.79966547459,trailing_stop,119815,245.4183520042576,6.8277024858951325,6.61585280811021,0.2118496777849223,True,2004-04-27,6.882867195608933,6116.740122442143,trailing_stop,True,2004-04-27,6.882867195608933,6116.740122442143,trailing_stop,True,2004-04-27,6.882867195608933,6116.740122442143,trailing_stop
NKE,2007-02-13,2007-02-28,1062.2781137661054,trailing_stop,102944,307.86928583968535,9.968827253642282,9.678439967073189,0.2903872865690946,True,2007-02-28,9.981033452956153,640.4394439931284,trailing_stop,False,2007-02-28,9.981033452956153,640.4394439931284,trailing_stop,False,2007-02-28,9.981033452956153,640.4394439931284,trailing_stop
NKE,2007-06-28,2007-07-27,-35270.51531034467,stop_loss,98731,331.37036078459334,11.18764997095115,10.71113501487376,0.4765149560773878,False,2007-07-27,10.81256824800439,-37683.82465174927,stop_loss,False,2007-07-27,10.81256824800439,-37683.82465174927,stop_loss,False,2007-07-27,10.81256824800439,-37683.82465174927,stop_loss
NKE,2014-09-30,2014-10-14,-68897.10137440694,stop_loss,51360,584.9819484796943,37.96611815158971,36.63552881816788,1.330589333421834,False,2014-10-14,36.636014324131814,-69463.6022354235,stop_loss,False,2014-10-14,36.636014324131814,-69463.6022354235,stop_loss,False,2014-10-14,36.636014324131814,-69463.6022354235,stop_loss
NKE,2015-06-29,2015-08-21,35747.15871640792,trailing_stop,43325,613.1603411499818,47.17525225235483,45.86659080842647,1.308661443928358,True,2015-08-21,48.01410479003464,35106.06252681913,trailing_stop,True,2015-08-21,48.01410479003464,35106.06252681913,trailing_stop,True,2015-08-21,48.01410479003464,35106.06252681913,trailing_stop
NKE,2018-07-02,2018-07-25,-106233.76600657338,stop_loss,33566,708.1589046591351,70.32502181365422,67.47488435566937,2.850137457984843,False,2018-07-25,67.18607621959401,-106746.5570652,stop_loss,False,2018-07-25,67.18607621959401,-106746.5570652,stop_loss,False,2018-07-25,67.18607621959401,-106746.5570652,stop_loss
NKE,2020-09-24,2020-10-29,-89063.81374873855,trailing_stop,21707,754.2923417635992,115.82935485689704,109.98080946058302,5.848545396314023,False,2020-10-29,111.77972142405096,-89387.605992439,trailing_stop,False,2020-10-29,111.77972142405096,-89387.605992439,trailing_stop,False,2020-10-29,111.77972142405096,-89387.605992439,trailing_stop
WMT,2002-03-18,2002-03-25,-19727.556863214475,stop_loss,42662,175.29772994195892,13.696633220974086,13.20725400021303,0.4893792207610552,False,,,,,False,,,,,False,,,,
WMT,2011-01-21,2011-02-11,-17898.392629866004,trailing_stop,96040,394.4147405716497,13.689252414676163,13.378828935813042,0.3104234788631235,True,2011-02-01,13.713620772543413,1550.805507300477,trailing_stop,False,2011-02-11,13.509266963172688,-18069.44650270831,trailing_stop,False,2011-02-11,13.509266963172688,-18069.44650270831,trailing_stop
WMT,2011-11-09,2011-11-17,-45160.647974778025,stop_loss,84861,370.9907978427665,14.572489044546042,14.106515226725826,0.4659738178202168,False,2011-11-17,14.04389871666643,-45585.22839873308,stop_loss,False,2011-11-17,14.04389871666643,-45585.22839873308,stop_loss,False,2011-11-17,14.04389871666643,-45585.22839873308,stop_loss
WMT,2012-06-11,2012-11-05,90090.43063848872,trailing_stop,79376,413.47808085956376,17.36369015233672,16.900900301379455,0.4627898509572645,True,2012-11-05,18.505854945482266,89806.31831721557,trailing_stop,True,2012-11-05,18.505854945482266,89806.31831721557,trailing_stop,True,2012-11-05,18.505854945482266,89806.31831721557,trailing_stop
WMT,2017-05-19,2017-06-19,-76376.35784881243,stop_loss,94819,641.1178956068462,22.53830616250773,22.05696462740959,0.4813415350981387,True,2017-06-19,21.745969716432846,-76388.24670674403,stop_loss,False,2017-06-19,21.745969716432846,-76388.24670674403,stop_loss,False,2017-06-19,21.745969716432846,-76388.24670674403,stop_loss
WMT,2020-09-02,2020-09-04,-137985.27913759844,stop_loss,58633,823.149985144911,46.79674046725172,44.77429303360043,2.022447433651287,False,2020-09-04,44.46847059046222,-138118.79362178314,stop_loss,False,2020-09-04,44.46847059046222,-138118.79362178314,stop_loss,False,2020-09-04,44.46847059046222,-138118.79362178314,stop_loss
WMT,2024-02-21,2024-04-03,66902.06711092574,trailing_stop,62648,1069.986842332463,56.93115195656489,55.36482332997682,1.5663286265880672,True,2024-04-03,58.029917759244306,66674.85567759328,trailing_stop,True,2024-04-03,58.029917759244306,66674.85567759328,trailing_stop,True,2024-04-03,58.029917759244306,66674.85567759328,trailing_stop
WY,2002-03-18,2002-03-25,-36256.43228538264,stop_loss,53335,175.29869816539698,10.955826265766506,10.386998151981494,0.5688281137850115,False,,,,,False,,,,,False,,,,
WY,2005-04-06,2005-04-18,-51251.484283424215,stop_loss,69100,263.5355566916687,12.712762020823384,12.29472192058047,0.4180401002429157,False,2005-04-15,12.239550695336257,-33216.16403376641,stop_loss,False,2005-04-15,12.239550695336257,-33216.16403376641,stop_loss,False,2005-04-15,12.239550695336257,-33216.16403376641,stop_loss
WY,2009-12-04,2010-01-04,36766.26390851768,trailing_stop,131229,355.75687695226355,9.036541134258014,8.452584672173463,0.5839564620845508,True,2009-12-16,9.159366638214493,15401.918824382637,trailing_stop,False,2010-01-04,9.15102486493281,14307.564663170358,trailing_stop,False,2010-01-04,9.15102486493281,14307.564663170358,trailing_stop
WY,2011-01-24,2011-03-11,39535.04370860264,trailing_stop,103128,395.59794877179695,12.786632429983351,12.257951961606798,0.5286804683765531,True,2011-03-11,13.185402883198133,40320.8660818007,trailing_stop,True,2011-03-11,13.185402883198133,40320.8660818007,trailing_stop,True,2011-03-11,13.185402883198133,40320.8660818007,trailing_stop
WY,2013-01-10,2013-01-29,-21073.991641978435,trailing_stop,79727,439.2580319775254,18.365088864814737,17.65809538653438,0.7069934782803529,True,2013-01-29,18.128813727621168,-19710.372674627848,trailing_stop,False,2013-01-29,18.128813727621168,-19710.372674627848,trailing_stop,False,2013-01-29,18.128813727621168,-19710.372674627848,trailing_stop
CAT,2002-03-05,2002-03-26,-32199.795393126387,stop_loss,35791,175.4326155633092,16.33861543994386,15.489276069748511,0.8493393701953504,False,,,,,False,,,,,False,,,,
CAT,2003-03-24,2003-03-28,-21902.78372405357,stop_loss,38863,175.10746292719944,15.019209610443475,14.181904692100105,0.8373049183433707,False,,,,,False,,,,,False,,,,
CAT,2003-07-18,2003-10-27,80668.12307485129,trailing_stop,35425,196.1443739387527,18.456304299106343,17.629513945862755,0.8267903532435916,False,,,,,False,,,,,False,,,,
CAT,2010-09-22,2011-05-18,218774.80292587235,trailing_stop,11526,179.97704870389853,52.04958317540011,49.54696391425701,2.502619261143103,True,2011-05-18,71.03205874895704,218366.42175937115,trailing_stop,True,2011-05-18,71.03205874895704,218366.42175937115,trailing_stop,True,2011-05-18,71.03205874895704,218366.42175937115,trailing_stop
CAT,2016-07-28,2016-09-12,-40658.173129510025,trailing_stop,13865,280.5111729475663,67.43867603018784,64.77797038648777,2.6607056437000693,False,2016-09-12,64.51321924612833,-41110.31221938689,trailing_stop,False,2016-09-12,64.51321924612833,-41110.31221938689,trailing_stop,False,2016-09-12,64.51321924612833,-41110.31221938689,trailing_stop
CAT,2016-09-30,2016-10-26,-77613.45142400416,stop_loss,26350,560.4266375896674,70.89521032127354,68.51776706805953,2.377443253214011,False,2016-10-26,67.95291936516145,-78626.96115872482,stop_loss,False,2016-10-26,67.95291936516145,-78626.96115872482,stop_loss,False,2016-10-26,67.95291936516145,-78626.96115872482,stop_loss
CAT,2020-09-10,2020-09-22,-61503.57019857084,stop_loss,9253,380.1114766874145,136.9326981113925,130.19903881884835,6.733659292544161,False,2020-09-22,130.37296102690223,-61439.261021990555,stop_loss,False,2020-09-22,130.37296102690223,-61439.261021990555,stop_loss,False,2020-09-22,130.37296102690223,-61439.261021990555,stop_loss
RTN,2002-03-18,2002-03-26,-32562.94985752956,stop_loss,22608,175.29558758008818,25.84565752242395,24.424117805875547,1.421539716548402,False,,,,,False,,,,,False,,,,
RTN,2007-08-02,2007-08-09,-48081.390837008264,stop_loss,25618,327.2632453233008,42.58246094195498,41.20084211881025,1.381618823144727,False,,,,,False,,,,,False,,,,
RTN,2007-09-04,2007-11-12,22221.4017056619,trailing_stop,23519,314.0193954836873,44.505774832218954,42.46593076600867,2.0398440662102857,False,,,,,False,,,,,False,,,,
