ticker,entry_date,entry_price,exit_date,exit_price,shares,stop_loss,atr_at_entry,R,gross_pnl,net_pnl,pnl_r_multiple,exit_reason,holding_days,gap_adjusted_loss_multiple,entry_commission,exit_commission
WYNN,2004-10-28,30.79707738606906,2004-11-22,31.190687848414196,16419,28.88620098178538,0.9554382021418398,1.9108764042836803,6462.690181244806,6157.357046029311,0.2059842601346515,trailing_stop,25,0.2059842601346515,151.69716408056038,153.6359711349338
PGR,2004-10-28,12.253048181034655,2004-11-22,12.192822136547576,41268,11.868508134014988,0.19227002350983338,0.3845400470196676,-2485.408403892777,-2788.0580567725724,-0.156618393724799,trailing_stop,25,-0.156618393724799,151.69763770048147,150.9520151793136
CTSH,2004-10-29,7.614094932671049,2004-11-23,8.128527529945394,66683,7.136363677386223,0.2388656276424134,0.4777312552848265,34303.90888404514,33988.97929594274,1.0768242428844994,stop_loss,25,1.0768242428844994,152.31920771859106,162.61038038380462
BBWI,2004-10-29,7.001839627441657,2004-11-26,7.319524762590838,72513,6.7508818225349065,0.12547890245337542,0.2509578049067507,23036.30220507254,22724.75667626821,1.2658906355481718,trailing_stop,28,1.2658906355481718,152.31731907140306,159.22820973292482
DUK,2004-10-28,16.034142867447756,2004-12-02,16.416346539994514,31537,15.547710596511598,0.24321613546807921,0.4864322709361577,12053.557221107118,11746.539895774366,0.7857284464519441,trailing_stop,35,0.7857284464519441,151.70062908320995,155.3166962495421
XLU,2004-11-12,6.5708377379362535,2004-12-02,6.4267930365480606,40462,6.411813683294441,0.07951202732090641,0.15902405464181246,-5828.336707569062,-5986.1097484882175,-0.9058044816719131,trailing_stop,20,-0.9058044816719131,79.76077096571301,78.0122699534423
WMB,2004-11-22,5.115888729729612,2004-12-03,5.108973953101983,104879,4.8847833600606085,0.11555268483450172,0.2311053696690033,-725.2148579290977,-1046.926869922906,-0.029920449868960336,trailing_stop,11,-0.029920449868960336,160.9647882255936,160.7472237682149
OVV,2004-11-22,44.578165482563115,2004-12-08,43.009176805486135,12036,42.70046219152078,0.9388516455211688,1.8777032910423372,-18884.347717298537,-19200.608092832226,-0.8355892459484451,trailing_stop,16,-0.8355892459484451,160.9628399244389,155.29753560924937
HAL,2004-10-28,13.036355280637295,2004-12-09,13.795318443602012,38789,12.399218242688315,0.31856851897448996,0.63713703794898,29439.422128238402,29127.189990611547,1.1912086690296795,trailing_stop,42,1.1912086690296795,151.70015549419202,160.53198213266353
GRMN,2004-11-23,13.689588792485724,2004-12-09,13.644334618129683,39764,12.963473737941413,0.363057527272155,0.7261150545443105,-1799.4869890935993,-2125.5588282435124,-0.06232369659990162,trailing_stop,16,-0.06232369659990162,163.3058426233207,162.76599652659263
